Consulta 1:
2115 2 H
1585 1 M
2065 2 H
1120 2 M
1570 2 M
1535 2 M
2515 3 M
1535 3 M
2880 3 H
55 1 M
3950 1 H
3405 1 M
3185 3 M
2600 3 M
465 2 H
685 1 M
1785 2 M
3680 3 H
2785 1 M
1435 1 M
2770 2 M
2450 2 M
750 1 H
465 3 M
2535 2 M
0 3 M
3385 1 M
2335 3 M
3400 1 H
2220 1 M
1815 2 H
3485 1 M
1730 3 H
185 3 M
3285 3 M
2270 2 M
465 3 M
1365 3 M
3785 2 M
1815 3 M
4055 1 M
450 1 H
1035 1 M
2535 3 M
2930 3 H
3935 1 M
635 2 M
350 3 M
170 2 M
2220 2 M
850 1 H
155 1 M
2800 1 H
1185 1 M
650 2 M
1580 3 H
2180 3 H
765 3 M
1800 1 H
2220 2 M
3615 3 M
2650 1 H
3500 3 M
1720 2 M
2985 2 M
3165 2 H
4000 1 H
3735 2 M
780 3 H
3470 1 M
720 2 M
2600 2 M
530 3 H
300 1 H
3165 3 M
805 1 M
3020 1 M
1320 1 M
1000 3 M
1700 1 H
2500 2 M
2565 2 H
1530 3 H
885 3 M
2480 3 H
4100 3 M
885 2 M
2720 1 M
3335 1 M
1500 2 M
3700 1 H
Consulta 47:
0 56 H
0 25 H
24 22 H
27 52 M
28 25 H
15 22 H
0 23 H
6 19 M
9 31 M
16 29 H
17 22 H
25 17 H
4 11 H
30 18 M
11 24 H
30 1 H
15 22 H
11 6 M
2 31 H
23 1 H
24 50 H
31 51 H
7 14 H
3 22 H
19 57 M
6 42 H
16 60 H
20 6 H
28 53 H
30 56 H
28 5 M
5 12 H
14 31 M
19 17 H
9 58 M
13 9 H
10 18 H
6 9 H
25 44 H
25 23 H
24 2 H
28 65 H
32 51 H
13 42 H
3 29 M
26 68 H
1 47 H
23 29 H
12 18 H
3 62 H
20 67 H
31 6 M
12 66 H
7 9 H
22 39 H
30 25 M
25 50 M
13 11 H
0 66 M
25 37 H
0 63 M
2 2 H
32 8 M
9 31 M
31 22 H
2 8 H
22 62 H
5 21 H
5 11 M
20 67 H
20 21 H
24 63 H
26 59 H
32 52 H
13 54 H
30 20 H
32 9 H
30 32 M
14 60 H
1 50 M
7 37 M
27 31 M
4 11 H
1 29 H
29 13 H
28 4 H
1 17 H
7 54 M
13 43 M
2 53 M
11 50 H
12 66 H
28 58 H
30 11 M
6 22 H
1 56 H
0 68 H
8 29 H
6 27 H
28 42 H
25 30 H
4 11 H
0 44 H
30 50 H
16 40 M
30 20 H
13 63 M
9 27 H
30 67 M
3 31 H
21 61 M
15 22 H
6 42 H
11 46 M
10 36 M
20 17 M
17 45 H
6 54 H
17 62 M
31 23 H
27 58 H
0 33 M
21 26 M
3 35 H
3 4 H
20 42 H
24 29 H
14 26 H
30 63 H
5 21 H
20 65 H
23 60 M
17 44 H
29 6 H
15 35 M
22 21 M
5 57 H
5 6 H
28 39 H
10 61 M
32 50 M
19 47 H
7 61 H
19 45 H
10 34 H
13 5 H
19 23 M
15 51 H
6 28 M
32 38 H
32 45 H
23 15 H
0 49 H
9 50 H
24 51 H
25 17 H
2 26 M
1 46 M
28 4 H
18 43 M
30 41 H
0 53 H
3 17 M
2 26 M
4 22 H
29 58 M
2 25 H
26 33 H
2 13 M
22 34 H
2 62 H
30 11 M
2 25 H
20 49 H
0 61 H
20 67 H
15 67 H
24 1 H
24 15 H
31 48 M
21 25 H
22 35 M
14 2 M
31 63 H
8 17 M
6 21 H
21 6 H
25 66 H
21 28 H
15 51 H
11 68 M
14 5 H
31 20 M
19 10 H
17 15 H
19 66 H
7 22 H
21 6 H
14 59 M
14 18 H
22 46 H
1 43 H
26 52 H
8 10 M
8 61 H
29 28 M
22 32 H
4 2 M
14 67 H
23 39 M
12 64 M
32 29 M
24 6 M
28 46 H
6 25 H
29 4 H
10 29 M
0 37 H
9 45 H
23 46 M
23 4 M
15 22 H
31 1 H
3 29 M
31 2 H
17 41 M
12 24 H
8 59 M
11 52 H
25 30 H
29 14 M
23 43 H
26 33 H
30 62 H
0 32 H
27 52 M
31 27 M
28 40 M
28 46 H
19 32 H
19 59 H
10 14 M
3 17 M
5 48 H
9 27 H
15 5 M
28 68 M
13 16 H
32 17 H
9 29 H
18 32 H
16 61 M
12 37 H
7 65 H
27 12 H
6 1 M
32 50 M
9 21 H
19 16 M
18 25 H
26 40 H
11 43 H
7 45 H
2 34 M
10 63 H
24 9 H
8 53 M
6 14 H
10 51 M
23 41 H
0 14 H
14 66 M
21 40 M
30 11 M
32 43 M
25 22 M
10 4 M
23 36 H
20 24 M
31 22 H
19 52 H
29 42 M
22 60 H
30 8 H
13 28 H
8 27 H
6 68 M
24 29 H
23 55 H
6 21 H
6 32 H
26 24 H
14 18 H
11 38 H
22 18 H
31 64 H
1 52 H
11 68 M
8 65 H
27 12 H
2 53 M
29 65 M
6 68 M
16 55 H
3 29 M
0 47 H
13 33 H
17 51 H
6 41 M
0 25 H
27 3 M
11 6 M
14 42 H
22 34 H
6 64 M
7 5 H
2 35 H
20 67 H
18 15 M
17 15 H
19 64 M
19 12 H
20 66 M
27 14 H
16 33 M
25 17 H
30 36 H
18 45 H
30 67 M
26 52 H
28 40 M
0 50 H
31 8 H
30 11 M
5 12 H
27 24 M
25 22 M
32 30 H
31 37 H
14 16 M
17 22 H
0 66 M
32 1 M
14 5 H
0 55 H
16 22 H
32 52 H
13 11 H
16 27 H
17 29 H
1 47 H
10 27 H
16 26 M
29 34 H
8 47 M
28 25 H
5 27 H
19 2 M
25 24 H
23 22 H
24 15 H
12 43 H
22 55 H
18 22 M
7 39 H
29 6 H
30 34 H
30 46 M
10 63 H
13 50 M
4 4 H
18 29 M
28 14 H
0 52 H
19 47 H
23 13 H
28 32 H
12 28 H
0 58 H
Consulta 48:
181 6 M
135 11 M
378 8 M
397 2 M
404 9 H
398 11 H
3 1 M
582 10 M
125 3 M
10 11 M
211 10 H
20 9 H
404 9 H
522 2 H
42 5 M
355 4 H
342 6 M
266 13 M
579 10 H
33 8 M
355 13 H
538 5 M
207 4 M
545 7 M
132 10 M
210 7 H
0 3 M
322 8 M
250 3 M
387 5 H
506 8 M
505 5 M
473 13 M
75 2 M
115 1 H
433 5 H
355 13 H
421 6 M
361 9 M
243 4 M
371 7 H
102 13 H
549 8 H
194 3 M
466 2 M
572 8 H
457 11 M
121 2 M
499 7 M
114 5 M
365 11 M
387 5 H
257 10 H
351 7 M
565 4 M
263 13 H
365 8 H
266 1 M
30 6 M
493 11 M
345 13 M
174 4 M
230 8 M
26 9 M
503 11 M
0 5 M
571 2 M
479 5 H
335 1 M
177 2 H
59 12 M
496 4 M
247 10 M
569 6 H
306 6 M
460 8 M
53 6 M
43 1 H
559 6 M
0 12 M
240 11 M
289 13 M
23 10 M
374 2 M
260 3 H
417 9 M
91 5 M
338 2 H
273 6 M
102 3 M
0 10 H
424 13 H
286 3 M
582 10 M
160 5 M
496 13 M
322 1 H
309 4 H
335 13 M
302 1 M
105 9 H
490 10 M
23 9 H
483 1 H
523 6 H
240 11 M
92 12 H
250 11 M
378 13 H
562 4 H
227 11 M
85 2 H
19 7 M
371 1 M
194 11 M
395 10 H
312 4 M
40 6 H
49 12 M
43 1 H
10 5 M
352 3 H
482 5 M
473 4 M
344 5 M
128 1 M
236 7 M
391 8 M
427 9 H
440 9 M
552 1 H
174 13 M
138 4 M
207 12 H
289 9 H
191 11 H
148 3 M
312 1 M
467 11 H
230 13 M
79 11 M
289 13 M
42 5 M
561 5 M
375 6 M
138 12 H
469 5 M
546 10 M
500 10 M
226 2 M
256 12 M
289 9 H
421 10 M
112 6 M
240 8 M
250 3 M
220 13 M
319 11 M
187 7 H
456 5 H
236 7 M
463 12 M
112 11 M
486 12 M
89 6 M
30 5 H
0 5 M
375 3 H
0 1 H
223 7 M
158 8 H
174 12 M
197 12 M
177 7 M
101 5 M
89 11 M
358 12 M
23 3 M
473 9 H
295 2 M
30 11 M
230 4 M
293 6 H
214 3 H
519 4 M
36 4 M
384 7 M
102 4 H
572 3 M
348 1 M
365 8 H
52 7 M
542 13 M
539 11 M
213 7 M
532 12 M
191 10 M
279 9 M
32 2 H
220 4 M
259 2 M
555 1 M
483 12 H
332 13 H
86 6 H
155 6 H
270 10 M
263 3 M
358 1 M
434 8 H
115 12 H
539 13 H
3 4 M
519 1 M
493 3 M
331 5 M
102 4 H
572 11 M
266 13 M
329 11 H
463 9 M
111 5 H
480 6 M
555 12 M
282 7 M
404 13 M
467 11 H
480 11 M
408 10 M
154 9 M
506 4 M
414 12 H
542 12 M
95 7 H
0 8 M
473 9 H
145 10 M
69 13 M
476 9 M
398 10 M
342 8 H
536 3 H
128 1 M
500 10 M
482 5 M
319 8 H
194 13 H
220 13 M
545 2 H
332 13 H
91 5 M
102 11 M
309 13 H
470 4 H
105 1 M
109 10 M
381 13 M
315 7 M
424 3 M
395 10 H
33 10 M
49 7 H
115 13 M
559 11 H
309 3 M
171 4 H
197 9 H
168 3 H
167 2 M
144 7 M
214 6 M
562 11 M
220 4 M
552 13 M
309 11 M
283 11 H
270 6 H
315 2 H
206 5 M
92 4 M
329 11 H
322 13 M
325 7 H
9 7 M
404 9 H
490 10 M
430 9 M
325 7 H
13 3 M
0 1 H
477 10 M
3 1 M
33 10 M
23 13 M
217 13 H
378 4 H
125 13 H
35 2 M
490 3 H
286 3 M
305 2 M
440 9 M
556 10 H
135 6 M
342 11 M
79 4 H
138 1 H
571 2 M
233 12 M
102 8 M
503 6 M
299 13 M
318 5 H
332 3 M
91 5 M
19 12 M
0 9 M
240 3 M
286 13 H
118 9 M
332 8 M
13 10 M
365 8 H
489 2 M
273 11 M
52 5 M
562 11 M
217 8 M
95 7 H
181 3 M
516 3 M
181 3 M
272 2 M
207 12 H
13 3 M
32 2 H
545 2 H
227 3 M
88 2 M
447 13 H
76 6 M
305 2 M
582 11 H
312 1 M
161 8 M
292 7 M
253 12 H
65 2 M
32 2 H
467 10 M
181 6 M
423 5 M
101 5 M
365 3 M
168 10 M
536 11 H
407 7 M
269 9 M
276 1 H
457 8 H
516 4 H
519 1 M
85 7 M
109 6 H
398 10 M
348 12 M
168 11 H
79 4 H
0 1 H
263 4 H
66 6 M
214 10 M
260 3 H
342 8 H
414 1 H
246 9 M
322 12 H
480 6 M
105 13 M
328 2 M
388 11 M
203 2 M
559 11 H
148 8 M
424 13 H
46 4 M
308 5 M
141 12 M
378 4 H
362 10 M
155 10 M
345 12 H
292 7 M
329 10 M
79 8 M
522 2 H
256 7 H
29 12 M
401 4 H
43 3 M
444 6 M
572 8 H
388 6 M
0 5 M
141 12 M
292 7 M
229 5 M
490 11 H
56 8 M
309 4 H
112 3 M
424 13 H
89 11 M
414 13 M
43 1 H
401 4 H
259 7 M
19 7 M
111 2 M
499 9 M
118 9 M
424 11 M
69 12 H
250 8 H
296 11 M
145 10 M
247 6 H
49 1 M
33 13 H
141 9 M
30 6 M
161 8 M
302 1 M
384 7 M
322 1 H
247 10 M
187 9 M
427 12 M
368 8 M
66 3 M
131 9 M
197 1 M
574 5 M
99 10 M
555 12 M
187 12 M
69 1 H
49 9 M
282 2 M
312 9 H
164 12 M
575 12 H
365 8 H
46 1 H
155 10 M
256 12 M
85 2 H
529 4 M
23 2 H
13 4 H
539 3 M
398 3 H
115 12 H
59 9 H
243 12 M
352 10 M
446 5 M
40 11 M
309 3 M
355 13 H
293 6 H
260 11 H
165 10 H
Consulta 49:
0 64 M
30 50 M
75 76 H
105 62 H
5 37 M
125 75 M
90 74 M
100 59 M
15 19 M
30 3 H
30 71 M
125 60 M
95 39 H
35 28 M
130 31 M
90 78 H
65 8 M
30 14 H
60 47 H
120 65 M
105 6 M
30 24 M
115 67 H
85 65 M
30 36 M
75 78 M
30 62 M
50 28 H
90 44 M
110 48 M
55 80 M
15 46 M
105 83 M
30 28 H
120 27 M
115 1 M
20 29 M
0 7 M
25 41 M
50 52 M
95 42 M
95 31 M
110 28 M
95 48 M
20 21 M
0 48 M
95 28 M
75 34 M
60 34 M
80 47 H
130 51 M
75 60 M
20 5 H
95 70 M
115 67 H
135 55 M
45 70 M
15 19 M
95 68 H
80 69 M
20 37 M
65 21 M
5 29 M
125 22 M
15 27 M
15 63 H
35 67 M
95 8 M
55 65 M
45 30 M
40 78 M
95 70 M
70 80 M
50 48 M
15 23 M
100 77 M
85 65 M
110 24 M
35 20 H
0 43 M
15 32 M
25 47 M
65 30 M
20 17 M
105 11 M
15 35 M
115 68 M
0 34 M
50 16 M
60 36 M
40 20 M
90 85 M
15 83 H
115 77 H
45 4 M
70 22 M
120 34 M
135 13 H
70 10 H
65 16 M
105 62 H
115 61 M
120 15 M
65 52 M
65 81 M
45 44 M
125 48 M
55 71 M
0 83 M
0 28 M
15 19 M
45 24 H
120 36 M
20 78 H
125 69 M
35 33 M
110 24 M
0 18 M
15 12 M
0 47 M
70 40 M
30 48 H
20 45 M
115 32 H
75 76 H
15 48 M
120 23 M
125 75 M
125 28 M
15 28 M
95 3 H
65 69 M
30 32 M
15 3 M
130 39 M
90 74 M
0 32 M
75 51 M
130 43 M
35 80 M
125 60 M
105 25 M
60 7 M
95 60 M
95 7 M
95 12 H
0 41 H
85 6 H
85 81 M
30 58 M
105 11 M
135 85 H
0 75 M
85 1 M
20 15 H
100 22 M
15 35 M
110 72 M
65 56 M
0 14 M
90 54 M
110 31 H
30 28 H
70 53 M
30 3 H
0 30 M
95 20 H
0 82 M
80 48 M
80 30 M
35 55 H
70 60 H
105 23 M
80 81 H
0 55 M
75 2 M
35 28 M
50 35 H
35 49 M
0 11 M
130 71 M
45 71 H
55 37 M
0 8 M
130 9 M
60 11 M
65 67 H
130 7 H
60 43 M
80 29 H
35 20 H
15 9 M
45 46 M
90 2 M
105 65 M
25 68 M
35 6 M
130 79 H
110 24 M
120 83 H
135 27 M
95 69 M
5 21 M
130 49 M
15 48 M
0 48 M
45 79 H
105 30 H
85 14 M
130 12 M
20 53 M
30 39 M
110 8 M
125 38 M
30 48 H
110 40 M
120 13 M
15 18 M
65 6 H
110 18 M
60 72 M
30 64 M
65 3 M
0 31 M
100 86 H
130 9 M
0 63 M
40 1 M
65 22 H
15 20 H
90 28 H
80 37 H
70 49 H
115 81 M
60 63 M
15 22 M
80 29 H
135 45 M
65 60 H
45 59 M
0 14 M
0 68 M
60 82 M
70 14 M
50 32 M
60 2 M
65 73 M
80 79 M
95 61 M
30 40 H
60 35 M
35 29 H
100 56 M
135 35 M
70 9 M
0 83 M
35 35 M
45 75 M
120 77 M
90 6 M
45 76 M
110 72 M
30 55 H
55 37 M
75 10 H
135 7 M
50 79 M
55 63 H
15 67 M
85 40 H
35 10 H
65 16 M
75 44 M
45 54 M
120 17 M
50 77 M
30 60 H
65 38 M
115 26 M
70 55 M
65 33 M
35 60 M
Consulta 50:
6 14 H
12 24 H
76 11 H
49 9 M
30 12 H
44 1 H
71 6 H
2 26 H
10 13 H
47 23 H
32 12 M
21 20 H
61 8 H
28 13 H
6 24 H
34 3 H
63 11 H
21 3 M
78 25 M
27 25 H
73 5 H
23 19 H
47 2 H
34 16 H
84 13 H
22 18 M
68 2 H
34 2 M
38 19 H
1 22 H
25 8 H
1 20 H
34 25 H
27 11 H
71 24 H
73 26 H
64 4 M
68 2 H
78 18 M
9 13 H
38 5 H
33 9 H
6 19 H
19 16 H
0 15 M
38 14 H
13 16 H
36 13 H
50 10 H
14 3 M
79 24 H
49 4 H
87 10 M
22 1 H
10 15 H
0 25 H
17 1 M
75 23 H
80 19 H
2 2 M
47 15 H
47 15 H
71 1 H
71 18 M
45 26 H
59 24 M
11 12 H
22 10 H
62 18 H
84 25 H
65 10 H
69 16 H
47 15 H
53 8 H
62 11 H
77 25 H
68 15 H
6 9 H
65 24 H
66 21 H
17 5 H
56 6 H
23 1 H
5 24 H
76 4 H
54 7 M
28 6 H
29 20 H
62 2 M
81 15 H
42 20 H
50 18 M
80 17 M
21 20 H
62 9 H
6 6 M
41 11 H
79 12 H
69 18 H
12 15 M
37 5 H
2 26 H
3 13 M
57 6 H
21 20 H
30 20 M
38 10 M
80 12 H
7 17 H
46 7 H
34 3 H
72 19 H
24 24 M
13 12 H
76 11 H
54 2 H
48 23 H
3 7 H
61 9 H
56 3 M
16 12 H
8 2 M
1 20 H
19 23 H
27 22 M
7 16 M
0 10 H
30 6 M
69 18 H
64 11 M
79 26 H
25 5 M
75 21 M
20 11 H
71 4 M
11 5 H
44 24 H
18 26 M
86 6 M
7 16 M
65 17 H
8 4 H
44 20 M
0 15 M
83 15 M
8 17 H
52 7 H
30 12 H
72 10 H
29 6 H
6 24 H
55 4 H
76 22 M
65 17 H
86 5 H
13 24 H
51 5 H
86 5 H
19 16 H
88 5 M
Consulta 51:
30 11 M
105 40 M
190 43 M
160 28 M
100 48 H
100 17 H
170 46 H
0 16 M
25 53 M
135 50 M
45 52 M
95 35 M
195 8 M
0 22 M
20 1 M
5 29 M
60 51 M
45 24 H
45 8 H
80 27 M
15 58 H
155 27 M
90 30 M
145 44 M
105 53 M
0 18 M
165 34 H
125 57 M
130 28 M
50 16 H
5 1 M
80 23 M
0 4 M
95 18 M
30 34 M
55 34 M
190 37 M
25 25 M
45 18 H
200 24 M
60 26 M
90 34 M
190 54 H
160 21 M
30 30 H
145 54 M
195 28 M
75 35 M
60 4 M
65 18 M
110 58 M
45 8 H
85 56 M
15 12 M
130 25 M
0 41 H
0 23 M
200 30 M
135 30 M
0 1 H
115 3 H
130 29 H
145 44 M
145 58 M
0 32 M
140 35 H
60 23 M
50 22 M
30 34 M
115 3 H
205 17 M
145 42 M
160 12 H
70 50 M
185 5 M
185 49 M
80 10 M
95 10 M
180 38 M
175 38 H
180 30 H
30 50 H
15 18 M
125 12 M
45 5 M
120 13 M
160 2 H
15 42 M
190 11 M
175 27 M
15 6 H
80 8 M
165 42 M
95 13 M
45 55 M
210 1 M
145 32 M
15 40 M
35 58 M
195 26 H
20 16 M
90 14 M
195 15 M
185 53 H
110 7 M
0 15 M
15 3 M
90 35 H
170 17 H
55 6 M
75 23 H
125 28 H
115 36 M
175 27 M
200 39 H
190 53 M
190 27 M
175 58 H
50 48 M
0 22 M
65 36 M
80 17 M
30 10 H
5 25 H
70 34 H
120 33 M
0 24 M
120 6 H
180 12 M
40 50 M
175 1 M
10 57 H
105 49 M
5 13 M
120 13 M
75 26 M
15 11 H
15 58 H
195 22 M
35 49 M
205 41 H
35 17 M
170 17 H
Consulta 52:
39 50 M
73 17 M
53 3 M
26 47 H
99 61 M
72 68 M
92 54 M
Consulta 53:
3155 1 M
10400 1 H
2905 1 M
3635 1 M
11905 1 M
4385 1 M
6850 1 H
755 1 M
6805 1 M
3120 1 M
2320 1 M
10935 1 M
8100 1 H
3400 1 H
2800 1 H
1870 1 M
70 1 M
7685 1 M
8400 1 H
3055 1 M
6650 1 H
9785 1 M
10585 1 M
11750 1 H
5020 1 M
12185 1 M
10635 1 M
10450 1 H
8970 1 M
7085 1 M
1200 1 H
8500 1 H
5285 1 M
935 1 M
6705 1 M
1700 1 H
11855 1 M
3620 1 M
7685 1 M
3070 1 M
8705 1 M
1935 1 M
4500 1 H
105 1 M
5250 1 H
2355 1 M
1000 1 H
6100 1 H
10285 1 M
4355 1 M
7855 1 M
11870 1 M
10770 1 M
6885 1 M
1100 1 H
3370 1 M
7535 1 M
6600 1 H
12000 1 H
9505 1 M
6905 1 M
8485 1 M
6000 1 H
11720 1 M
3870 1 M
12200 1 H
2955 1 M
10450 1 H
4835 1 M
4355 1 M
6450 1 H
4655 1 M
685 1 M
1370 1 M
9905 1 M
11755 1 M
850 1 H
4535 1 M
10800 1 H
9220 1 M
2520 1 M
12050 1 H
6485 1 M
4100 1 H
3970 1 M
1900 1 H
2205 1 M
1535 1 M
2005 1 M
5300 1 H
1485 1 M
2820 1 M
5985 1 M
1370 1 M
7405 1 M
9035 1 M
11355 1 M
3335 1 M
1470 1 M
7820 1 M
6285 1 M
6850 1 H
5255 1 M
6405 1 M
12220 1 M
11150 1 H
5100 1 H
9900 1 H
6485 1 M
5150 1 H
7900 1 H
4670 1 M
8955 1 M
10155 1 M
11170 1 M
5500 1 H
6055 1 M
685 1 M
5105 1 M
2385 1 M
5570 1 M
